agency_name,stop_name,number_of_routes_served,route_id(s)_served,route_type,number_of_arrivals,number_of_hours_in_service,x,y,route_type_defined,geometry,county_name,total_arrivals,hqta_type,SB79_tier,route_type_defined	
San Mateo County Transit District,Oceana Blvd & Eureka Sq,1,110,3,30,17,-122.489363,37.634078,Bus,POINT (-122.489363 37.634078),San Mateo,61,,,
San Mateo County Transit District,904 Oceana Blvd-Good Shepherd School,1,110,3,30,17,-122.490672,37.641356,Bus,POINT (-122.490672 37.641356),San Mateo,30,,,
San Mateo County Transit District,903 Oceana Blvd-Good Shepherd School,1,110,3,31,18,-122.49079,37.6419100000001,Bus,POINT (-122.49079 37.6419100000001),San Mateo,31,,,
San Mateo County Transit District,Oceana Blvd & Manor Dr,1,110,3,31,18,-122.490504,37.6489470000001,Bus,POINT (-122.490504 37.6489470000001),San Mateo,31,,,
San Mateo County Transit District,Oceana Blvd & Milagra Dr,1,110,3,31,18,-122.491054,37.6459750000001,Bus,POINT (-122.491054 37.6459750000001),San Mateo,61,,,
San Mateo County Transit District,Oceana Blvd & Paloma Ave,1,110,3,31,18,-122.489257,37.6368890000001,Bus,POINT (-122.489257 37.6368890000001),San Mateo,61,,,
San Mateo County Transit District,Oddstad Blvd & Terra Nova Blvd,1,110,3,30,17,-122.474648,37.582905,Bus,POINT (-122.474648 37.582905),San Mateo,30,,,
San Mateo County Transit District,95 Palmetto Ave,2,"110, 112",3,46,19,-122.490951,37.6539530000001,Bus,POINT (-122.490951 37.6539530000001),San Mateo,46,,,
San Mateo County Transit District,Palmetto Ave & Bella Vista Ave,1,112,3,16,16,-122.492322,37.637103,Bus,POINT (-122.492322 37.637103),San Mateo,16,,,
San Mateo County Transit District,Palmetto Ave & Brighton Rd,1,112,3,15,15,-122.492478,37.6304890000001,Bus,POINT (-122.492478 37.6304890000001),San Mateo,15,,,
San Mateo County Transit District,Palmetto Ave & Clarendon Rd,1,112,3,16,16,-122.492677,37.630116,Bus,POINT (-122.492677 37.630116),San Mateo,16,,,
San Mateo County Transit District,Palmetto Ave & Esplanade Ave,2,"110, 112",3,46,17,-122.491459,37.6546380010001,Bus,POINT (-122.491459 37.6546380010001),San Mateo,46,,,
San Mateo County Transit District,Palmetto Ave & Manor Dr,2,"110, 112",3,46,17,-122.49107,37.6498970000001,Bus,POINT (-122.49107 37.6498970000001),San Mateo,61,,,
San Mateo County Transit District,Palmetto Ave & Montecito Ave,1,112,3,15,15,-122.492205,37.6329840000001,Bus,POINT (-122.492205 37.6329840000001),San Mateo,31,,,
San Mateo County Transit District,Palmetto Ave & Monterey Rd,2,"110, 112",3,46,19,-122.490786,37.652384,Bus,POINT (-122.490786 37.652384),San Mateo,92,,,
San Mateo County Transit District,Palmetto Ave & Paradise Dr,2,"110, 112",3,46,19,-122.489483,37.660515,Bus,POINT (-122.489483 37.660515),San Mateo,46,,,
San Mateo County Transit District,Palmetto Ave & Hwy 1 Onramp-SF RV Resort,1,112,3,15,15,-122.492018,37.645991,Bus,POINT (-122.492018 37.645991),San Mateo,15,,,
San Mateo County Transit District,700 Palmetto Ave-SF RV Resort,1,112,3,16,16,-122.492229,37.6460970000001,Bus,POINT (-122.492229 37.6460970000001),San Mateo,16,,,
San Mateo County Transit District,Palmetto Ave & Santa Maria Ave,1,112,3,15,15,-122.492003,37.635497,Bus,POINT (-122.492003 37.635497),San Mateo,31,,,
San Mateo County Transit District,Palmetto Ave & Westline Dr,2,"110, 112",3,46,18,-122.491733,37.6608650000001,Bus,POINT (-122.491733 37.6608650000001),San Mateo,46,,,
San Mateo County Transit District,Skyline Blvd & Glencourt Way,1,121,3,32,18,-122.472054,37.648825,Bus,POINT (-122.472054 37.648825),San Mateo,32,,,
San Mateo County Transit District,Skyline Blvd & Manor Dr,1,121,3,32,18,-122.470858,37.6458920000001,Bus,POINT (-122.470858 37.6458920000001),San Mateo,32,,,
San Mateo County Transit District,1450 Terra Nova Blvd.,1,110,3,30,17,-122.476131999,37.593872,Bus,POINT (-122.476131999 37.593872),San Mateo,30,,,
San Mateo County Transit District,Terra Nova Blvd & Mason Dr,1,110,3,30,17,-122.479583,37.59601,Bus,POINT (-122.479583 37.59601),San Mateo,30,,,
San Mateo County Transit District,Terra Nova Blvd & Miranda Ct,1,110,3,30,17,-122.481531,37.5976019990001,Bus,POINT (-122.481531 37.5976019990001),San Mateo,30,,,
San Mateo County Transit District,Terra Nova Blvd & Oddstad Blvd,1,110,3,30,17,-122.474912,37.583847,Bus,POINT (-122.474912 37.583847),San Mateo,30,,,
San Mateo County Transit District,West Manor Dr & Palmetto Ave,1,110,3,31,18,-122.491492,37.649393,Bus,POINT (-122.491492 37.649393),San Mateo,31,,,
San Mateo County Transit District,Terra Nova Blvd & Lerida Way,1,110,3,30,17,-122.477459,37.5876270000001,Bus,POINT (-122.477459 37.5876270000001),San Mateo,30,,,
San Mateo County Transit District,Palmetto Ave & Shoreview Ave,1,112,3,16,16,-122.492583,37.64016,Bus,POINT (-122.492583 37.64016),San Mateo,16,,,
San Mateo County Transit District,Linda Mar Blvd & Madeira Dr,1,110,3,30,17,-122.479466999,37.5821480000001,Bus,POINT (-122.479466999 37.5821480000001),San Mateo,30,,,
San Mateo County Transit District,Palmetto Ave & Shell St,1,112,3,15,15,-122.492397,37.6392680000001,Bus,POINT (-122.492397 37.6392680000001),San Mateo,15,,,
San Mateo County Transit District,Linda Mar Blvd & Capistrano Dr,1,110,3,30,17,-122.483315,37.5825980000001,Bus,POINT (-122.483315 37.5825980000001),San Mateo,30,,,
San Mateo County Transit District,Linda Mar Blvd & Peralta Rd,1,110,3,30,17,-122.497013,37.5911800010001,Bus,POINT (-122.497013 37.5911800010001),San Mateo,30,,,
San Mateo County Transit District,Linda Mar Blvd & Alicante Dr,1,110,3,30,17,-122.48621,37.584162001,Bus,POINT (-122.48621 37.584162001),San Mateo,30,,,
San Mateo County Transit District,Linda Mar Blvd & Seville Dr,1,110,3,30,17,-122.493990999,37.588464,Bus,POINT (-122.493990999 37.588464),San Mateo,30,,,
San Mateo County Transit District,Devil's Slide Tunnel Stop,1,117,3,16,15,-122.515648,37.57021,Bus,POINT (-122.515648 37.57021),San Mateo,32,,,
San Mateo County Transit District,Linda Mar Blvd & Highway 1,1,110,3,30,17,-122.503043,37.595236001,Bus,POINT (-122.503043 37.595236001),San Mateo,30,,,
San Mateo County Transit District,2nd St & Main St,1,117,3,16,15,-122.513636,37.545439,Bus,POINT (-122.513636 37.545439),San Mateo,16,,,
San Mateo County Transit District,Hwy 1 & 14th St,1,117,3,16,15,-122.517388,37.537453,Bus,POINT (-122.517388 37.537453),San Mateo,16,,,
San Mateo County Transit District,Hwy 1 & 16th St,1,117,3,16,16,-122.51796,37.535555,Bus,POINT (-122.51796 37.535555),San Mateo,16,,,
San Mateo County Transit District,Main St & 4th St,1,117,3,16,16,-122.514061,37.5437390000001,Bus,POINT (-122.514061 37.5437390000001),San Mateo,32,,,
San Mateo County Transit District,Main St & 7th St,1,117,3,16,16,-122.515354,37.5419360000001,Bus,POINT (-122.515354 37.5419360000001),San Mateo,32,,,
San Mateo County Transit District,Airport St & La Granada Ln-Mobile Home Park,1,117,3,16,16,-122.498098,37.50937,Bus,POINT (-122.498098 37.50937),San Mateo,32,,,
San Mateo County Transit District,Etheldore St & California Ave,1,117,3,16,16,-122.512891,37.528466,Bus,POINT (-122.512891 37.528466),San Mateo,32,,,
San Mateo County Transit District,Etheldore St & Vermont Ave,1,117,3,16,16,-122.511388999,37.5276910000001,Bus,POINT (-122.511388999 37.5276910000001),San Mateo,16,,,
San Mateo County Transit District,Etheldore St & Marine Blvd,1,117,3,16,16,-122.508628001,37.5250730000001,Bus,POINT (-122.508628001 37.5250730000001),San Mateo,16,,,
San Mateo County Transit District,Marine Blvd & Etheldore St,1,117,3,16,16,-122.508646,37.524974001,Bus,POINT (-122.508646 37.524974001),San Mateo,16,,,
San Mateo County Transit District,Etheldore St & Sunshine Valley Rd,1,117,3,16,15,-122.51089,37.527541,Bus,POINT (-122.51089 37.527541),San Mateo,32,,,
San Mateo County Transit District,Cypress Ave & Hwy 1,1,117,3,16,16,-122.510597,37.524148,Bus,POINT (-122.510597 37.524148),San Mateo,32,,,
San Mateo County Transit District,Airport St & Harvard Ave,1,117,3,16,16,-122.491840001,37.5043370000001,Bus,POINT (-122.491840001 37.5043370000001),San Mateo,32,,,
San Mateo County Transit District,Ave Alhambra & The Alameda,1,117,3,16,15,-122.474582,37.50352,Bus,POINT (-122.474582 37.50352),San Mateo,16,,,
San Mateo County Transit District,Ave Alhambra & Vallejo St-Carmel Ave,1,117,3,16,16,-122.480407,37.5055330000001,Bus,POINT (-122.480407 37.5055330000001),San Mateo,16,,,
San Mateo County Transit District,Ave Alhambra & Coronado St-San Luis Ave,1,117,3,16,16,-122.473562,37.503368999,Bus,POINT (-122.473562 37.503368999),San Mateo,16,,,
San Mateo County Transit District,Ave Alhambra & Francisco St-Sonora Ave,1,117,3,16,16,-122.476858,37.504226999,Bus,POINT (-122.476858 37.504226999),San Mateo,16,,,
San Mateo County Transit District,Ave Alhambra & Sonora Ave-Francisco St,1,117,3,16,15,-122.477026,37.504167001,Bus,POINT (-122.477026 37.504167001),San Mateo,16,,,
San Mateo County Transit District,Ave Alhambra & Vallejo St,1,117,3,16,15,-122.480079,37.5050890000001,Bus,POINT (-122.480079 37.5050890000001),San Mateo,16,,,
San Mateo County Transit District,Plaza Alhambra & Ave Portola,1,117,3,16,15,-122.469338,37.502396,Bus,POINT (-122.469338 37.502396),San Mateo,32,,,
San Mateo County Transit District,Plaza Alhambra & Coronado St,1,117,3,16,15,-122.467325,37.500674001,Bus,POINT (-122.467325 37.500674001),San Mateo,32,,,
San Mateo County Transit District,Hwy 1 & Medio Ave,1,117,3,16,16,-122.457500001,37.4958480000001,Bus,POINT (-122.457500001 37.4958480000001),San Mateo,32,,,
San Mateo County Transit District,Airport St & Los Banos Ave,1,117,3,16,16,-122.510278,37.519891,Bus,POINT (-122.510278 37.519891),San Mateo,32,,,
San Mateo County Transit District,Capistrano Rd & Pillar Point Harbor,1,117,3,16,15,-122.481570999,37.5047930000001,Bus,POINT (-122.481570999 37.5047930000001),San Mateo,32,,,
San Mateo County Transit District,Prospect Way & Broadway,1,117,3,16,16,-122.487413,37.50467,Bus,POINT (-122.487413 37.50467),San Mateo,16,,,
San Mateo County Transit District,Prospect Way & Capistrano Rd,1,117,3,16,15,-122.486756,37.5048,Bus,POINT (-122.486756 37.5048),San Mateo,16,,,
San Mateo County Transit District,3040 Hwy 1,1,117,3,16,16,-122.453276,37.493246001,Bus,POINT (-122.453276 37.493246001),San Mateo,16,,,
San Mateo County Transit District,Hwy 1 & Alto Ave,1,117,3,16,16,-122.454391,37.4946150000001,Bus,POINT (-122.454391 37.4946150000001),San Mateo,16,,,
San Mateo County Transit District,Hwy 1 & Nurseryman Exchange,1,117,3,16,14,-122.427023,37.43573,Bus,POINT (-122.427023 37.43573),San Mateo,32,,,
San Mateo County Transit District,Hwy 1 & Grandview Blvd,1,117,3,16,16,-122.438751,37.4757970000001,Bus,POINT (-122.438751 37.4757970000001),San Mateo,16,,,
San Mateo County Transit District,Hwy 1 & Kehoe Ave,1,117,3,16,16,-122.439488,37.4762220010001,Bus,POINT (-122.439488 37.4762220010001),San Mateo,16,,,
San Mateo County Transit District,Hwy 1 & Miramontes Point Rd,1,117,3,16,14,-122.426521,37.431902,Bus,POINT (-122.426521 37.431902),San Mateo,16,,,
San Mateo County Transit District,2265 Hwy 1,1,117,3,16,14,-122.427622,37.4397969990001,Bus,POINT (-122.427622 37.4397969990001),San Mateo,16,,,
San Mateo County Transit District,Hwy 1 & Redondo Beach Rd,1,117,3,16,16,-122.427967,37.4409200010001,Bus,POINT (-122.427967 37.4409200010001),San Mateo,16,,,
San Mateo County Transit District,Hwy 1 & Roosevelt Blvd,1,117,3,16,16,-122.451706,37.4913530000001,Bus,POINT (-122.451706 37.4913530000001),San Mateo,32,,,
San Mateo County Transit District,Hwy 1 & Ruisseau Francais Ave,1,117,3,16,16,-122.446712,37.483802,Bus,POINT (-122.446712 37.483802),San Mateo,32,,,
San Mateo County Transit District,Hwy 1 & Spindrift Way,1,117,3,16,16,-122.442399,37.479297,Bus,POINT (-122.442399 37.479297),San Mateo,32,,,
San Mateo County Transit District,Hwy 1 & Grand Dr,1,117,3,16,16,-122.435207,37.471976,Bus,POINT (-122.435207 37.471976),San Mateo,16,,,
San Mateo County Transit District,Hwy 1 & Terrace Ave,1,117,3,16,16,-122.43591,37.4730970000001,Bus,POINT (-122.43591 37.4730970000001),San Mateo,16,,,
San Mateo County Transit District,Hwy 92 & Berta's Fruit Farm,1,294,3,16,16,-122.414234,37.4781330000001,Bus,POINT (-122.414234 37.4781330000001),San Mateo,16,,,
San Mateo County Transit District,Hwy 92 & Hwy 1,1,117,3,32,17,-122.431954,37.468017,Bus,POINT (-122.431954 37.468017),San Mateo,32,,,
San Mateo County Transit District,Hwy 92 & Main St,1,294,3,16,16,-122.42895,37.4681360000001,Bus,POINT (-122.42895 37.4681360000001),San Mateo,16,,,
San Mateo County Transit District,Hwy 92 & Marsh Farms,1,294,3,16,16,-122.417955999,37.475873,Bus,POINT (-122.417955999 37.475873),San Mateo,16,,,
San Mateo County Transit District,251 Hwy 92-Hilltop Mobile Home Park,1,294,3,16,16,-122.425797,37.469095,Bus,POINT (-122.425797 37.469095),San Mateo,16,,,
San Mateo County Transit District,250 Hwy 92-Hilltop Mobile Home Park,1,294,3,16,16,-122.426334,37.469091,Bus,POINT (-122.426334 37.469091),San Mateo,16,,,
San Mateo County Transit District,12341 Hwy 92-La Nebbia Winery,1,294,3,16,16,-122.405918001,37.4802260000001,Bus,POINT (-122.405918001 37.4802260000001),San Mateo,16,,,
San Mateo County Transit District,12340 Hwy 92-La Nebbia Winery,1,294,3,16,16,-122.406628,37.4802790000001,Bus,POINT (-122.406628 37.4802790000001),San Mateo,16,,,
San Mateo County Transit District,Main St & Poplar St,2,"117, 294",3,32,17,-122.43,37.456897,Bus,POINT (-122.43 37.456897),San Mateo,64,,,
San Mateo County Transit District,Main St & Grove St,1,117,3,16,16,-122.429819,37.4553780000001,Bus,POINT (-122.429819 37.4553780000001),San Mateo,32,,,
San Mateo County Transit District,Main St & Higgins Canyon Rd,1,117,3,16,16,-122.429336,37.4515010000001,Bus,POINT (-122.429336 37.4515010000001),San Mateo,32,,,
San Mateo County Transit District,735 Main St-Ides Hall,2,"117, 294",3,32,17,-122.429677,37.4601460000001,Bus,POINT (-122.429677 37.4601460000001),San Mateo,32,,,
San Mateo County Transit District,Main / Miramontes,2,"117, 294",3,32,17,-122.429324,37.4624470000001,Bus,POINT (-122.429324 37.4624470000001),San Mateo,32,,,
San Mateo County Transit District,Strawflower Shopping Ctr,1,117,3,32,17,-122.435083,37.4696010000001,Bus,POINT (-122.435083 37.4696010000001),San Mateo,32,,,
San Mateo County Transit District,Main St & Miramontes St,2,"117, 294",3,32,17,-122.429571,37.462071,Bus,POINT (-122.429571 37.462071),San Mateo,32,,,
San Mateo County Transit District,Hwy 1 & Wavecrest Rd,1,117,3,16,16,-122.428908001,37.447619,Bus,POINT (-122.428908001 37.447619),San Mateo,16,,,
San Mateo County Transit District,Miramontes Point Rd & Iris Ln,1,117,3,16,16,-122.420632,37.4327270000001,Bus,POINT (-122.420632 37.4327270000001),San Mateo,16,,,
San Mateo County Transit District,Miramontes Point Rd-Moonridge Apts,1,117,3,32,17,-122.417447999,37.43476,Bus,POINT (-122.417447999 37.43476),San Mateo,32,,,
San Mateo County Transit District,Miramontes Point Rd & Hwy 1,1,117,3,16,16,-122.426163001,37.431321,Bus,POINT (-122.426163001 37.431321),San Mateo,16,,,
San Mateo County Transit District,Kelly Ave & Church St-Community Center,1,117,3,16,16,-122.431315999,37.463733,Bus,POINT (-122.431315999 37.463733),San Mateo,16,,,
San Mateo County Transit District,Main St & Lewis Foster Dr,1,117,3,32,17,-122.4317,37.46934,Bus,POINT (-122.4317 37.46934),San Mateo,32,,,
San Mateo County Transit District,Kelly Ave & Church St,1,117,3,16,16,-122.43132,37.4639,Bus,POINT (-122.43132 37.4639),San Mateo,16,,,
San Mateo County Transit District,Main St & Hwy 92,1,294,3,16,16,-122.429615001,37.467114,Bus,POINT (-122.429615001 37.467114),San Mateo,16,,,
San Mateo County Transit District,Hwy 92  & Skyline Blvd,1,294,3,16,16,-122.368123,37.4961050000001,Bus,POINT (-122.368123 37.4961050000001),San Mateo,16,,,
San Mateo County Transit District,Hwy 92 & Hwy 35-Skyline Blvd,1,294,3,16,16,-122.368675999,37.4955800000001,Bus,POINT (-122.368675999 37.4955800000001),San Mateo,16,,,
San Mateo County Transit District,Hwy 92 & Pilarcitos Creek Rd,1,294,3,16,16,-122.386360001,37.4921370000001,Bus,POINT (-122.386360001 37.4921370000001),San Mateo,32,,,
San Mateo County Transit District,741 Main St-Ides Hall,2,"117, 294",3,32,17,-122.42984,37.4600500010001,Bus,POINT (-122.42984 37.4600500010001),San Mateo,32,,,
San Mateo County Transit District,Canada College,1,278,3,64,17,-122.265162,37.4488950000001,Bus,POINT (-122.265162 37.4488950000001),San Mateo,64,,,
San Mateo County Transit District,Farm Hill Blvd & Woodhill Dr,1,278,3,13,7,-122.260159,37.447847999,Bus,POINT (-122.260159 37.447847999),San Mateo,13,,,
San Mateo County Transit District,Farm Hill Blvd & Canada College Loop Rd,1,278,3,19,11,-122.260457,37.448335,Bus,POINT (-122.260457 37.448335),San Mateo,19,,,
San Mateo County Transit District,10th St & Howard St,2,"292, 397",3,52,24,-122.414003,37.7736449990001,Bus,POINT (-122.414003 37.7736449990001),San Francisco,52,,,
San Mateo County Transit District,9th St & Folsom St,2,"292, 397",3,52,24,-122.411777,37.7740210000001,Bus,POINT (-122.411777 37.7740210000001),San Francisco,52,,,
San Mateo County Transit District,Lake Merced Blvd & Higuera Ave,1,122,3,36,17,-122.48528,37.718145,Bus,POINT (-122.48528 37.718145),San Francisco,74,,,
San Mateo County Transit District,Mission St & 1st St (Northbound),2,"292, 397",3,52,24,-122.39695,37.7901370000001,Bus,POINT (-122.39695 37.7901370000001),San Francisco,52,,,
San Mateo County Transit District,SF Transit Center - BART shuttle connection,1,713,3,4,2,-122.39695,37.7901370000001,Bus,POINT (-122.39695 37.7901370000001),San Francisco,4,,,
San Mateo County Transit District,Lake Merced Blvd & Brotherhood Way,1,122,3,38,18,-122.485154001,37.7135270000001,Bus,POINT (-122.485154001 37.7135270000001),San Francisco,74,,,
San Mateo County Transit District,Bayshore Blvd & Visitation Ave,2,"292, 397",3,52,24,-122.403848,37.710678,Bus,POINT (-122.403848 37.710678),San Francisco,52,,,
San Mateo County Transit District,Bayshore Blvd & Industrial St,2,"292, 397",3,52,24,-122.406843,37.7389820000001,Bus,POINT (-122.406843 37.7389820000001),San Francisco,52,,,
San Mateo County Transit District,Bayshore Blvd & Augusta Ave,2,"292, 397",3,53,24,-122.40542,37.7339890000001,Bus,POINT (-122.40542 37.7339890000001),San Francisco,53,,,
San Mateo County Transit District,Lake Merced Blvd & Lake Merced Hill,1,122,3,38,18,-122.48525,37.7115879990001,Bus,POINT (-122.48525 37.7115879990001),San Francisco,74,,,
